    n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, bubble_cmp, bubble_swaps, bubble_time, heap_cmp, heap_swaps, heap_time
 1834,        841724,          839902,           1162,     29160,        6063,        190,    1680861,       839902,        2877,    34173,      18326,       162
 1835,        842067,          840244,           1114,     29314,        5978,        163,    1682695,       840244,        2740,    34186,      18314,       166
 1836,        842616,          840792,           1068,     30964,        5990,        157,    1684530,       840792,        2759,    34201,      18313,       150
 1837,        843925,          842100,           1110,     33120,        5914,        167,    1686366,       842100,        2750,    34228,      18356,       150
 1838,        845131,          843305,           1153,     30001,        5983,        167,    1688203,       843305,        2831,    34217,      18319,       146
 1839,        846293,          844466,           1081,     30620,        5970,        152,    1690041,       844466,        2611,    34286,      18337,       140
 1840,        847723,          845895,           1322,     32031,        5895,        197,    1691880,       845895,        2929,    34349,      18394,       164
 1841,        847828,          845999,           1054,     31333,        5990,        152,    1693720,       845999,        2808,    34351,      18395,       175
 1842,        849328,          847498,           1434,     30454,        5998,        143,    1695561,       847498,        2576,    34352,      18395,       143
 1843,        850513,          848682,           1095,     32441,        5941,        218,    1697403,       848682,        3624,    34371,      18410,       140
 1844,        850984,          849152,           1019,     30822,        5981,        149,    1699246,       849152,        2393,    34396,      18404,       155
 1845,        852521,          850688,           1209,     30321,        5936,        143,    1701090,       850688,        3040,    34411,      18419,       157
 1846,        853242,          851408,           1264,     30434,        5976,        145,    1702935,       851408,        2922,    34429,      18408,       143
 1847,        854196,          852361,           1062,     31257,        6042,        153,    1704781,       852361,        3210,    34452,      18451,       204
 1848,        856015,          854179,           1364,     29828,        6018,        148,    1706628,       854179,        2933,    34485,      18464,       222
 1849,        857641,          855804,           1296,     32505,        5987,        146,    1708476,       855804,        3000,    34490,      18453,       177
 1850,        858122,          856284,           1307,     30543,        5992,        187,    1710325,       856284,        3081,    34571,      18519,       201
 1851,        858531,          856692,           1528,     30692,        5996,        196,    1712175,       856692,        3310,    34545,      18492,       197
 1852,        859843,          858003,           1505,     29409,        6110,        185,    1714026,       858003,        3943,    34569,      18506,       203
 1853,        860989,          859148,           1212,     31204,        6052,        153,    1715878,       859148,        2749,    34604,      18539,       278
 1854,        862407,          860565,           1673,     32890,        5948,        210,    1717731,       860565,        3958,    34587,      18477,       194
 1855,        863930,          862087,           1283,     29450,        6098,        181,    1719585,       862087,        3690,    34645,      18537,       143
 1856,        865240,          863396,           1310,     29909,        6057,        176,    1721440,       863396,        2805,    34653,      18549,       144
 1857,        865641,          863796,           1201,     31361,        5967,        147,    1723296,       863796,        2953,    34678,      18552,       177
 1858,        866160,          864314,           1295,     31285,        5977,        163,    1725153,       864314,        3807,    34706,      18569,       159
 1859,        866662,          864815,           1354,     31238,        6037,        186,    1727011,       864815,        3870,    34735,      18576,       191
 1860,        868032,          866184,           1743,     30697,        6108,        210,    1728870,       866184,        2879,    34743,      18591,       140
 1861,        869170,          867321,           1126,     31949,        6011,        154,    1730730,       867321,        2970,    34744,      18597,       145
 1862,        869901,          868051,           1107,     30755,        5969,        151,    1732591,       868051,        2631,    34804,      18629,       144
 1863,        870284,          868433,           1081,     30111,        6129,        149,    1734453,       868433,        2964,    34836,      18653,       178
 1864,        871880,          870028,           1166,     29637,        6075,        151,    1736316,       870028,        2598,    34808,      18637,       146
 1865,        873290,          871437,           1132,     31902,        5969,        163,    1738180,       871437,        2517,    34826,      18656,       144
 1866,        873408,          871554,           1082,     31559,        6022,        148,    1740045,       871554,        2651,    34868,      18653,       147
 1867,        875209,          873354,           1125,     32183,        6001,        150,    1741911,       873354,        2758,    34905,      18660,       171
 1868,        877075,          875219,           1221,     30112,        6158,        186,    1743778,       875219,        2943,    34929,      18685,       146
 1869,        877149,          875292,           1136,     31363,        6084,        150,    1745646,       875292,        2600,    34973,      18699,       147
 1870,        877398,          875540,           1123,     30971,        5997,        151,    1747515,       875540,        2567,    34968,      18717,       150
 1871,        878106,          876247,           1187,     30510,        6124,        154,    1749385,       876247,        2784,    34967,      18703,       147
 1872,        878236,          876376,           1094,     31945,        6108,        171,    1751256,       876376,        2638,    35037,      18748,       149
 1873,        879925,          878064,           1194,     30610,        6139,        184,    1753128,       878064,        2620,    35060,      18754,       148
 1874,        881409,          879547,           1100,     32654,        6014,        162,    1755001,       879547,        2585,    35058,      18781,       188
 1875,        881834,          879971,           1087,     30497,        6098,        151,    1756875,       879971,        2901,    35081,      18781,       197
 1876,        881894,          880030,           1222,     31036,        6082,        148,    1758750,       880030,        2664,    35113,      18799,       142
 1877,        881944,          880079,           1062,     33549,        6057,        153,    1760626,       880079,        3280,    35123,      18788,       143
 1878,        883571,          881705,           1106,     33046,        6040,        151,    1762503,       881705,        2644,    35131,      18768,       148
 1879,        883583,          881716,           1153,     31443,        6140,        164,    1764381,       881716,        2660,    35149,      18792,       147
 1880,        884356,          882488,           1112,     29607,        6194,        153,    1766260,       882488,        2642,    35163,      18827,       146
 1881,        884719,          882850,           1117,     29940,        6073,        152,    1768140,       882850,        2629,    35224,      18847,       191
 1882,        885169,          883299,           1393,     31909,        6106,        152,    1770021,       883299,        3191,    35255,      18846,       147
 1883,        886162,          884291,           1319,     30383,        6162,        195,    1771903,       884291,        2627,    35270,      18868,       147
 1884,        887249,          885377,           1099,     33097,        6057,        155,    1773786,       885377,        2649,    35242,      18849,       146
 1885,        887317,          885444,           1206,     31091,        6110,        153,    1775670,       885444,        3246,    35251,      18855,       147
 1886,        887396,          885522,           1096,     30897,        6200,        155,    1777555,       885522,        2730,    35278,      18876,       176
 1887,        888947,          887072,           1190,     30035,        6204,        169,    1779441,       887072,        2593,    35356,      18906,       150
 1888,        889534,          887658,           1108,     33026,        6082,        155,    1781328,       887658,        2766,    35343,      18915,       153
 1889,        889920,          888043,           1098,     32342,        6163,        155,    1783216,       888043,        2713,    35358,      18939,       150
 1890,        890842,          888964,           1143,     30829,        6170,        158,    1785105,       888964,        2736,    35417,      18956,       152
 1891,        891527,          889648,           1148,     30430,        6229,        155,    1786995,       889648,        2730,    35434,      18927,       149
 1892,        891725,          889845,           1117,     32784,        6093,        154,    1788886,       889845,        2651,    35417,      18937,       149
 1893,        893260,          891379,           1108,     30998,        6183,        161,    1790778,       891379,        2798,    35486,      18964,       149
 1894,        894998,          893116,           1105,     33857,        6126,        155,    1792671,       893116,        2656,    35431,      18955,       145
 1895,        896418,          894535,           1297,     31204,        6173,        237,    1794565,       894535,        3200,    35547,      19019,       189
 1896,        897454,          895570,           1415,     30168,        6249,        205,    1796460,       895570,        3165,    35558,      19021,       150
 1897,        897490,          895605,           1418,     33002,        6088,        152,    1798356,       895605,        2768,    35580,      19025,       148
 1898,        898686,          896800,           1115,     32399,        6163,        158,    1800253,       896800,        2675,    35563,      19010,       147
 1899,        899150,          897263,           1115,     29462,        6220,        152,    1802151,       897263,        2632,    35584,      19033,       147
 1900,        899189,          897301,           1115,     33097,        6140,        153,    1804050,       897301,        2990,    35623,      19050,       151
 1901,        899243,          897354,           1108,     31542,        6228,        207,    1805950,       897354,        2689,    35617,      19053,       149
 1902,        900985,          899095,           1134,     32241,        6138,        156,    1807851,       899095,        2703,    35633,      19043,       151
 1903,        902819,          900928,           1112,     30877,        6198,        155,    1809753,       900928,        3053,    35663,      19104,       253
 1904,        903853,          901961,           1367,     31680,        6260,        187,    1811656,       901961,        3249,    35677,      19079,       210
 1905,        904116,          902223,           1506,     31476,        6182,        154,    1813560,       902223,        2886,    35741,      19116,       147
 1906,        905987,          904093,           1120,     31190,        6264,        155,    1815465,       904093,        2727,    35765,      19140,       151
 1907,        907357,          905462,           1118,     32937,        6092,        157,    1817371,       905462,        2763,    35771,      19112,       145
 1908,        908961,          907065,           1437,     30972,        6175,        151,    1819278,       907065,        2819,    35757,      19137,       215
 1909,        909825,          907928,           1330,     31907,        6227,        196,    1821186,       907928,        3437,    35787,      19132,       235
 1910,        911622,          909724,           1210,     32725,        6169,        152,    1823095,       909724,        2585,    35817,      19154,       180
 1911,        913080,          911181,           1155,     31374,        6214,        234,    1825005,       911181,        2829,    35852,      19179,       223
 1912,        913756,          911856,           1332,     31334,        6243,        151,    1826916,       911856,        3339,    35854,      19192,       146
 1913,        915177,          913276,           1097,     32322,        6125,        148,    1828828,       913276,        2915,    35862,      19169,       215
 1914,        915722,          913820,           1272,     30404,        6292,        191,    1830741,       913820,        2961,    35928,      19214,       175
 1915,        917156,          915253,           1472,     30967,        6301,        155,    1832655,       915253,        2721,    35949,      19212,       150
 1916,        917716,          915812,           1152,     33836,        6173,        160,    1834570,       915812,        2694,    35991,      19241,       149
 1917,        919319,          917414,           1191,     32620,        6244,        155,    1836486,       917414,        2741,    35999,      19269,       170
 1918,        921108,          919202,           1143,     31655,        6263,        202,    1838403,       919202,        3438,    35962,      19236,       147
 1919,        922312,          920405,           1157,     31996,        6284,        174,    1840321,       920405,        2742,    36014,      19296,       169
 1920,        922509,          920601,           1173,     30864,        6315,        180,    1842240,       920601,        2937,    36030,      19288,       167
 1921,        923762,          921853,           1179,     34168,        6196,        166,    1844160,       921853,        3067,    36080,      19293,       149
 1922,        923903,          921993,           1179,     31097,        6278,        156,    1846081,       921993,        3040,    36069,      19300,       155
 1923,        924875,          922964,           1159,     31810,        6344,        165,    1848003,       922964,        2735,    36110,      19333,       153
 1924,        926123,          924211,           1164,     32526,        6228,        156,    1849926,       924211,        3186,    36117,      19337,       183
 1925,        927909,          925996,           1183,     32425,        6273,        157,    1851850,       925996,        2885,    36167,      19356,       152
 1926,        927960,          926046,           1252,     32941,        6305,        181,    1853775,       926046,        2785,    36192,      19379,       151
 1927,        929690,          927775,           1587,     32719,        6199,        165,    1855701,       927775,        3090,    36193,      19362,       149
 1928,        930788,          928872,           1147,     33583,        6276,        160,    1857628,       928872,        2935,    36213,      19389,       152
 1929,        931152,          929235,           1170,     32093,        6275,        188,    1859556,       929235,        2698,    36259,      19385,       153
 1930,        932960,          931042,           1166,     31485,        6277,        155,    1861485,       931042,        2741,    36225,      19371,       150
 1931,        934188,          932269,           1159,     36281,        6221,        158,    1863415,       932269,        2891,    36279,      19409,       164
 1932,        934898,          932978,           1395,     31525,        6308,        160,    1865346,       932978,        2769,    36311,      19422,       151
 1933,        935864,          933943,           1150,     31189,        6286,        157,    1867278,       933943,        2776,    36343,      19457,       154
 1934,        936230,          934308,           1187,     30791,        6393,        162,    1869211,       934308,        2764,    36358,      19466,       152
 1935,        937807,          935884,           1156,     30170,        6389,        165,    1871145,       935884,        2764,    36387,      19476,       150
 1936,        939698,          937774,           1337,     30311,        6434,        161,    1873080,       937774,        2823,    36419,      19493,       159
 1937,        940248,          938323,           1159,     32824,        6391,        162,    1875016,       938323,        2901,    36459,      19488,       155
 1938,        941364,          939438,           1206,     31059,        6385,        160,    1876953,       939438,        2815,    36456,      19513,       152
 1939,        942342,          940415,           1197,     31497,        6417,        156,    1878891,       940415,        2878,    36479,      19523,       152
 1940,        942662,          940734,           1188,     31204,        6320,        156,    1880830,       940734,        2951,    36488,      19537,       160
 1941,        942966,          941037,           1192,     31287,        6341,        156,    1882770,       941037,        3278,    36511,      19544,       152
 1942,        943250,          941320,           1606,     34515,        6322,        198,    1884711,       941320,        3230,    36521,      19536,       151
 1943,        944629,          942698,           1295,     33216,        6324,        159,    1886653,       942698,        2763,    36564,      19557,       154
 1944,        944892,          942960,           1165,     30693,        6400,        157,    1888596,       942960,        3076,    36602,      19585,       158
 1945,        945732,          943799,           1299,     31619,        6358,        192,    1890540,       943799,        2763,    36608,      19564,       149
 1946,        946521,          944587,           1258,     32174,        6386,        152,    1892485,       944587,        2762,    36612,      19592,       148
 1947,        946753,          944818,           1260,     35079,        6219,        152,    1894431,       944818,        2784,    36631,      19617,       150
 1948,        948355,          946419,           1272,     31975,        6463,        168,    1896378,       946419,        2949,    36697,      19648,       150
 1949,        949994,          948057,           1145,     31663,        6429,        273,    1898326,       948057,        3225,    36702,      19649,       154
 1950,        951894,          949956,           1189,     32523,        6370,        159,    1900275,       949956,        2848,    36717,      19641,       153
 1951,        952834,          950895,           1180,     36848,        6210,        160,    1902225,       950895,        2860,    36733,      19628,       153
 1952,        954260,          952320,           1175,     30745,        6488,        157,    1904176,       952320,        2820,    36736,      19658,       156
 1953,        955302,          953361,           1203,     31800,        6382,        160,    1906128,       953361,        2903,    36781,      19687,       154
 1954,        955474,          953532,           1286,     32374,        6394,        174,    1908081,       953532,        2796,    36803,      19677,       152
 1955,        956026,          954083,           1185,     33104,        6409,        159,    1910035,       954083,        2868,    36837,      19711,       162
 1956,        957782,          955838,           1292,     33072,        6352,        164,    1911990,       955838,        3181,    36844,      19721,       162
 1957,        958651,          956706,           1265,     34058,        6317,        198,    1913946,       956706,        3543,    36857,      19727,       161
 1958,        960130,          958184,           1493,     31096,        6468,        281,    1915903,       958184,        3508,    36899,      19752,       192
 1959,        960140,          958193,           1342,     31465,        6438,        248,    1917861,       958193,        3484,    36927,      19761,       154
 1960,        961860,          959912,           1210,     31756,        6413,        158,    1919820,       959912,        2861,    36931,      19768,       186
 1961,        963359,          961410,           1186,     31815,        6388,        158,    1921780,       961410,        2928,    36909,      19734,       157
 1962,        964604,          962654,           1201,     31892,        6506,        163,    1923741,       962654,        2926,    36983,      19785,       155
 1963,        964909,          962958,           1201,     34025,        6387,        218,    1925703,       962958,        2876,    36992,      19805,       178
 1964,        966578,          964626,           1227,     32635,        6431,        160,    1927666,       964626,        2819,    37005,      19801,       155
 1965,        967189,          965236,           1267,     31801,        6438,        159,    1929630,       965236,        2833,    37048,      19815,       158
 1966,        969053,          967099,           1194,     32979,        6418,        162,    1931595,       967099,        3006,    37049,      19810,       153
 1967,        969662,          967707,           1254,     31868,        6449,        161,    1933561,       967707,        3113,    37080,      19823,       159
 1968,        970328,          968372,           1206,     33721,        6370,        162,    1935528,       968372,        2887,    37090,      19842,       155
 1969,        970829,          968872,           1195,     32795,        6461,        162,    1937496,       968872,        2817,    37117,      19832,       153
 1970,        971193,          969235,           1282,     32904,        6470,        162,    1939465,       969235,        3175,    37165,      19884,       154
 1971,        972327,          970368,           1249,     32519,        6443,        160,    1941435,       970368,        2847,    37184,      19889,       155
 1972,        972738,          970778,           1291,     32610,        6435,        158,    1943406,       970778,        2882,    37153,      19866,       158
 1973,        974184,          972223,           1201,     31809,        6530,        164,    1945378,       972223,        2865,    37221,      19914,       154
 1974,        974523,          972561,           1200,     33273,        6442,        159,    1947351,       972561,        2915,    37215,      19914,       157
 1975,        975374,          973411,           1318,     34700,        6389,        164,    1949325,       973411,        3044,    37233,      19916,       153
 1976,        976621,          974657,           1235,     34959,        6395,        164,    1951300,       974657,        2929,    37253,      19945,       158
 1977,        976852,          974887,           1224,     32655,        6467,        170,    1953276,       974887,        3181,    37259,      19924,       160
 1978,        978829,          976863,           1210,     35740,        6381,        168,    1955253,       976863,        2856,    37312,      19952,       154
 1979,        979718,          977751,           1219,     32236,        6433,        160,    1957231,       977751,        3157,    37360,      20007,       154
 1980,        981547,          979579,           1244,     32754,        6448,        160,    1959210,       979579,        2942,    37381,      20023,       156
 1981,        982318,          980349,           1221,     31487,        6571,        159,    1961190,       980349,        2885,    37335,      19980,       151
 1982,        983128,          981158,           1345,     32276,        6556,        239,    1963171,       981158,        3161,    37388,      19999,       152
 1983,        984054,          982083,           1179,     32129,        6608,        157,    1965153,       982083,        3238,    37412,      20014,       153
 1984,        985006,          983034,           1531,     32983,        6562,        159,    1967136,       983034,        4036,    37413,      20045,       219
 1985,        985392,          983419,           2134,     34760,        6429,        191,    1969120,       983419,        3366,    37458,      20033,       157
 1986,        985915,          983941,           1389,     32502,        6514,        218,    1971105,       983941,        3057,    37511,      20052,       156
 1987,        987643,          985668,           1349,     32479,        6594,        180,    1973091,       985668,        3349,    37493,      20057,       152
 1988,        989099,          987123,           1279,     32160,        6566,        163,    1975078,       987123,        3398,    37536,      20065,       151
 1989,        989280,          987303,           1538,     32454,        6620,        227,    1977066,       987303,        3078,    37552,      20077,       188
 1990,        990168,          988190,           1428,     32910,        6487,        178,    1979055,       988190,        3703,    37558,      20074,       184
 1991,        991943,          989964,           1448,     31651,        6578,        162,    1981045,       989964,        3267,    37560,      20067,       154
 1992,        992089,          990109,           1237,     34056,        6472,        163,    1983036,       990109,        3188,    37635,      20132,       160
 1993,        992401,          990420,           1415,     34500,        6557,        189,    1985028,       990420,        3110,    37651,      20146,       151
 1994,        994147,          992165,           1317,     34207,        6447,        208,    1987021,       992165,        3028,    37648,      20142,       152
 1995,        995218,          993235,           1454,     33769,        6458,        262,    1989015,       993235,        3425,    37669,      20172,       151
 1996,        996987,          995003,           1379,     33403,        6534,        223,    1991010,       995003,        3133,    37669,      20125,       151
 1997,        998775,          996790,           1258,     32354,        6625,        201,    1993006,       996790,        3457,    37699,      20176,       172
 1998,        999398,          997412,           1337,     33130,        6558,        164,    1995003,       997412,        3283,    37707,      20154,       153
 1999,       1000438,          998451,           1639,     33093,        6576,        178,    1997001,       998451,        3316,    37802,      20228,       218
 2000,       1002221,         1000233,           1418,     33811,        6536,        171,    1999000,      1000233,        3406,    37775,      20176,       232
 2001,       1004076,         1002087,           1505,     33651,        6591,        161,    2001000,      1002087,        3084,    37844,      20241,       156
 2002,       1005075,         1003085,           1406,     33385,        6628,        232,    2003001,      1003085,        3260,    37826,      20239,       186
 2003,       1006791,         1004800,           1340,     33729,        6581,        170,    2005003,      1004800,        3574,    37885,      20298,       156
 2004,       1008605,         1006613,           1502,     36180,        6537,        192,    2007006,      1006613,        3251,    37862,      20235,       167
 2005,       1010285,         1008292,           1501,     34452,        6493,        410,    2009010,      1008292,        3290,    37875,      20280,       171
 2006,       1011307,         1009313,           1694,     34358,        6545,        252,    2011015,      1009313,        3547,    37892,      20252,       157
 2007,       1013269,         1011274,           1344,     32175,        6643,        163,    2013021,      1011274,        3112,    37927,      20292,       218
 2008,       1013722,         1011726,           1327,     31582,        6697,        176,    2015028,      1011726,        3378,    37937,      20302,       202
 2009,       1014388,         1012391,           1398,     34904,        6495,        180,    2017036,      1012391,        4166,    37958,      20283,       254
 2010,       1014519,         1012521,           1594,     32252,        6674,        271,    2019045,      1012521,        4305,    37986,      20308,       196
 2011,       1015049,         1013050,           1858,     32453,        6614,        210,    2021055,      1013050,        4417,    38014,      20349,       233
 2012,       1016038,         1014038,           2241,     35863,        6482,        216,    2023066,      1014038,        4292,    38034,      20370,       211
 2013,       1017645,         1015644,           2162,     33833,        6643,        246,    2025078,      1015644,        4389,    38052,      20354,       228
 2014,       1018348,         1016346,           1892,     34844,        6604,        249,    2027091,      1016346,        9725,    38089,      20373,       214
 2015,       1019849,         1017846,           3372,     33970,        6644,        218,    2029105,      1017846,        3781,    38112,      20373,       253
 2016,       1021743,         1019739,           2167,     33836,        6639,        330,    2031120,      1019739,        3587,    38106,      20385,       165
 2017,       1021931,         1019926,           1405,     34353,        6605,        178,    2033136,      1019926,        3294,    38130,      20422,       156
 2018,       1022599,         1020593,           1274,     34096,        6582,        216,    2035153,      1020593,        4055,    38163,      20423,       268
 2019,       1023133,         1021126,           2149,     32727,        6685,        164,    2037171,      1021126,        9546,    38172,      20387,       237
 2020,       1025078,         1023070,           1734,     33763,        6626,        173,    2039190,      1023070,        3526,    38187,      20419,       189
 2021,       1025288,         1023279,           1452,     34808,        6620,        160,    2041210,      1023279,        3067,    38263,      20471,       154
 2022,       1026833,         1024823,           1347,     33730,        6557,        203,    2043231,      1024823,        3105,    38252,      20479,       154
 2023,       1027141,         1025130,           1277,     33897,        6672,        163,    2045253,      1025130,        3799,    38243,      20454,       159
 2024,       1029121,         1027109,           1330,     32245,        6707,        160,    2047276,      1027109,        4025,    38274,      20466,       157
 2025,       1030294,         1028281,           1234,     33882,        6693,        280,    2049300,      1028281,        3475,    38304,      20486,       158
 2026,       1030914,         1028900,           1235,     35077,        6659,        162,    2051325,      1028900,        3136,    38330,      20505,       154
 2027,       1032177,         1030162,           1319,     32760,        6663,        159,    2053351,      1030162,        2958,    38326,      20500,       222
 2028,       1032366,         1030350,           1384,     36028,        6635,        163,    2055378,      1030350,        3814,    38352,      20524,       157
 2029,       1032629,         1030612,           1301,     33723,        6713,        166,    2057406,      1030612,        3279,    38380,      20547,       242
 2030,       1033742,         1031724,           1931,     32218,        6713,        366,    2059435,      1031724,        3682,    38393,      20518,       211
 2031,       1035182,         1033163,           1398,     35208,        6618,        162,    2061465,      1033163,        3307,    38474,      20583,       159
 2032,       1036589,         1034569,           1543,     35287,        6662,        168,    2063496,      1034569,        4300,    38432,      20546,       155
 2033,       1037274,         1035253,           1515,     34792,        6550,        159,    2065528,      1035253,        3137,    38471,      20568,       158
 2034,       1037684,         1035662,           1277,     32994,        6693,        166,    2067561,      1035662,        3092,    38478,      20561,       159
 2035,       1038455,         1036432,           1280,     34906,        6682,        166,    2069595,      1036432,        3287,    38523,      20603,       159
 2036,       1040477,         1038453,           1324,     35393,        6664,        165,    2071630,      1038453,        3904,    38570,      20630,       227
 2037,       1042383,         1040358,           1445,     32672,        6739,        214,    2073666,      1040358,        3194,    38548,      20614,       170
 2038,       1044290,         1042264,           1492,     34824,        6701,        166,    2075703,      1042264,        3529,    38594,      20624,       158
 2039,       1044403,         1042376,           1251,     34973,        6611,        160,    2077741,      1042376,        3623,    38603,      20640,       157
 2040,       1045371,         1043343,           1410,     36081,        6618,        168,    2079780,      1043343,        3215,    38651,      20672,       319
 2041,       1045903,         1043874,           1510,     34372,        6697,        195,    2081820,      1043874,        3682,    38662,      20675,       160
 2042,       1047020,         1044990,           1342,     34032,        6693,        169,    2083861,      1044990,        3753,    38658,      20690,       227
 2043,       1048573,         1046542,           2004,     34915,        6721,        169,    2085903,      1046542,        3488,    38671,      20686,       201
 2044,       1049781,         1047749,           1451,     37389,        6671,        194,    2087946,      1047749,        4859,    38702,      20721,       166
 2045,       1049823,         1047790,           1562,     34896,        6732,        235,    2089990,      1047790,        4452,    38737,      20721,       170
 2046,       1050815,         1048781,           1858,     32086,        6853,        297,    2092035,      1048781,        4349,    38760,      20734,       180
 2047,       1051943,         1049908,           2034,     34993,        6697,        343,    2094081,      1049908,        4902,    38743,      20724,       243
 2048,       1053710,         1051674,           1642,     34258,        6741,        182,    2096128,      1051674,        3635,    38821,      20770,       244
 2049,       1054995,         1052958,           2505,     34104,        6761,        247,    2098176,      1052958,        4543,    38830,      20755,       372
 2050,       1056366,         1054328,           1764,     34542,        6673,        215,    2100225,      1054328,        4407,    38827,      20745,       165
 2051,       1058020,         1055981,           1541,     36221,        6659,        193,    2102275,      1055981,        4710,    38815,      20766,       233
 2052,       1058126,         1056086,           2725,     33874,        6754,        245,    2104326,      1056086,        4886,    38853,      20789,       227
 2053,       1058540,         1056499,           1896,     34038,        6814,        188,    2106378,      1056499,        4282,    38911,      20822,       165
 2054,       1059890,         1057848,           1467,     33858,        6805,        185,    2108431,      1057848,        4700,    38888,      20803,       174
 2055,       1061462,         1059419,           1675,     36246,        6741,        201,    2110485,      1059419,        4127,    38945,      20818,       173
 2056,       1063517,         1061473,           1547,     34528,        6749,        179,    2112540,      1061473,        3624,    38929,      20816,       172
 2057,       1064321,         1062276,           2039,     34277,        6801,        173,    2114596,      1062276,        4430,    38971,      20843,       190
 2058,       1064610,         1062564,           1641,     33120,        6837,        177,    2116653,      1062564,        3915,    39006,      20829,       177
 2059,       1066488,         1064441,           1422,     33718,        6832,        177,    2118711,      1064441,        3410,    39043,      20873,       239
 2060,       1066795,         1064747,           1698,     36768,        6680,        239,    2120770,      1064747,        3926,    39056,      20872,       222
 2061,       1067730,         1065681,           1498,     32619,        6866,        174,    2122830,      1065681,        4973,    39113,      20898,       210
 2062,       1068063,         1066013,           1455,     33955,        6822,        208,    2124891,      1066013,        3585,    39088,      20878,       164
 2063,       1069625,         1067574,           1677,     34202,        6805,        234,    2126953,      1067574,        3612,    39122,      20919,       158
 2064,       1070017,         1067965,           1637,     33311,        6824,        164,    2129016,      1067965,        3618,    39146,      20956,       174
 2065,       1070505,         1068452,           1582,     33746,        6798,        188,    2131080,      1068452,        3674,    39163,      20954,       160
 2066,       1071351,         1069297,           1329,     35752,        6740,        165,    2133145,      1069297,        3425,    39179,      20911,       256
 2067,       1073342,         1071287,           1373,     35978,        6791,        167,    2135211,      1071287,        3109,    39208,      20955,       158
 2068,       1074319,         1072263,           1517,     34527,        6854,        175,    2137278,      1072263,        3731,    39239,      20964,       253
 2069,       1075919,         1073862,           1394,     35280,        6814,        170,    2139346,      1073862,        3263,    39243,      20984,       166
 2070,       1077718,         1075660,           1676,     34610,        6815,        169,    2141415,      1075660,        3298,    39287,      21034,       183
 2071,       1078322,         1076263,           1425,     33052,        6898,        173,    2143485,      1076263,        3220,    39286,      21001,       165
 2072,       1079805,         1077745,           1330,     35430,        6769,        240,    2145556,      1077745,        3576,    39315,      20996,       159
 2073,       1080375,         1078314,           1612,     33576,        6903,        165,    2147628,      1078314,        3178,    39334,      21029,       157
 2074,       1082197,         1080135,           1561,     33558,        6898,        167,    2149701,      1080135,        3297,    39355,      21014,       166
 2075,       1084096,         1082033,           1359,     34990,        6817,        170,    2151775,      1082033,        3338,    39392,      21048,       174
 2076,       1084958,         1082894,           2037,     35301,        6777,        220,    2153850,      1082894,        3246,    39422,      21079,       165
 2077,       1086098,         1084033,           1354,     35113,        6833,        194,    2155926,      1084033,        3199,    39452,      21094,       164
 2078,       1086758,         1084692,           1407,     33193,        6961,        173,    2158003,      1084692,        3328,    39419,      21080,       167
 2079,       1087743,         1085676,           1379,     35144,        6813,        170,    2160081,      1085676,        3209,    39481,      21121,       179
 2080,       1087916,         1085848,           1433,     34488,        6886,        169,    2162160,      1085848,        3246,    39494,      21125,       164
 2081,       1089119,         1087050,           1475,     39793,        6762,        173,    2164240,      1087050,        3353,    39501,      21103,       175
 2082,       1090819,         1088749,           1372,     35954,        6767,        168,    2166321,      1088749,        3230,    39532,      21119,       165
 2083,       1091432,         1089361,           1358,     36263,        6856,        176,    2168403,      1089361,        3501,    39509,      21119,       166
 2084,       1092143,         1090071,           1627,     35725,        6838,        172,    2170486,      1090071,        3248,    39607,      21186,       163
 2085,       1093744,         1091671,           1486,     34403,        6890,        188,    2172570,      1091671,        3410,    39608,      21169,       288
 2086,       1094784,         1092710,           1361,     33757,        6920,        170,    2174655,      1092710,        3227,    39613,      21193,       161
 2087,       1095738,         1093663,           1398,     37098,        6841,        247,    2176741,      1093663,        4273,    39649,      21198,       165
 2088,       1097140,         1095064,           1436,     35736,        6956,        173,    2178828,      1095064,        3191,    39664,      21224,       167
 2089,       1097422,         1095345,           1361,     35697,        6908,        307,    2180916,      1095345,        4054,    39735,      21254,       577
 2090,       1098374,         1096296,           1532,     35281,        6938,        168,    2183005,      1096296,        3343,    39747,      21272,       164
 2091,       1099692,         1097613,           1715,     36338,        6849,        223,    2185095,      1097613,        3634,    39732,      21254,       258
 2092,       1099885,         1097805,           1407,     34190,        6904,        167,    2187186,      1097805,        3390,    39729,      21223,       170
 2093,       1101552,         1099471,           1393,     35136,        6961,        175,    2189278,      1099471,        3803,    39768,      21267,       159
 2094,       1102961,         1100879,           1606,     35065,        6915,        167,    2191371,      1100879,        3690,    39805,      21264,       165
 2095,       1104092,         1102009,           1457,     34660,        6973,        176,    2193465,      1102009,        3444,    39814,      21279,       167
 2096,       1105256,         1103172,           1756,     35759,        6862,        170,    2195560,      1103172,        3363,    39838,      21286,       209
 2097,       1106692,         1104607,           1361,     35411,        6842,        171,    2197656,      1104607,        3348,    39856,      21294,       163
 2098,       1107807,         1105721,           1381,     35348,        6963,        171,    2199753,      1105721,        4338,    39873,      21314,       159
 2099,       1109016,         1106929,           1475,     35044,        6911,        211,    2201851,      1106929,        3591,    39899,      21321,       186
