    n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, bubble_cmp, bubble_swaps, bubble_time, heap_cmp, heap_swaps, heap_time
    0,             0,               0,              1,         0,           0,          0,          0,            0,           0,        0,          0,         0
    1,             0,               0,              0,         0,           0,          0,          0,            0,           0,        0,          1,         1
    2,             1,               0,              1,         1,           2,          2,          1,            0,           0,        1,          3,         2
    3,             2,               0,              0,         3,           2,          1,          3,            0,           0,        3,          5,         1
    4,             5,               3,              8,         6,           4,         13,          6,            3,           8,        6,          6,         1
    5,             7,               4,              1,        10,           6,         12,         10,            4,           0,       10,          9,         1
    6,            12,               9,              0,        14,           9,          1,         15,            9,           0,       16,         14,        16
    7,            18,              15,              0,        19,          10,          1,         21,           15,           1,       21,         16,         2
    8,            25,              21,              0,        25,          13,          2,         28,           21,           1,       25,         18,         2
    9,            28,              23,              1,        32,          13,          1,         36,           23,           1,       31,         22,         2
   10,            35,              29,              0,        33,          15,          1,         45,           29,           1,       39,         28,         2
   11,            36,              29,              0,        45,          16,          1,         55,           29,           1,       47,         34,         2
   12,            46,              38,              1,        46,          16,          2,         66,           38,           1,       53,         35,         2
   13,            50,              41,              1,        52,          24,          2,         78,           41,           2,       59,         40,         2
   14,            56,              46,              1,        59,          25,          1,         91,           46,           1,       63,         43,         2
   15,            60,              49,              1,        66,          25,          2,        105,           49,           2,       68,         46,         3
   16,            69,              57,              1,        65,          29,          2,        120,           57,           2,       80,         54,         3
   17,            72,              59,              1,        83,          31,          2,        136,           59,           2,       90,         60,         3
   18,            87,              73,              1,        88,          32,          2,        153,           73,           3,       97,         64,         3
   19,            97,              82,              2,        92,          32,          2,        171,           82,           3,      103,         67,         3
   20,           101,              85,              2,       100,          38,          2,        190,           85,           3,      111,         74,         3
   21,           112,              95,              2,       127,          36,          2,        210,           95,           4,      119,         76,         6
   22,           113,              95,              2,       112,          42,          2,        231,           95,           4,      129,         86,         3
   23,           116,              97,              2,       116,          40,          2,        253,           97,           5,      139,         88,         3
   24,           126,             106,              2,       126,          45,          3,        276,          106,           5,      148,         95,         3
   25,           147,             126,              2,       133,          45,          2,        300,          126,           5,      157,        101,         4
   26,           159,             137,              3,       139,          49,          2,        325,          137,           6,      168,        106,         4
   27,           176,             153,              3,       167,          55,          3,        351,          153,           7,      176,        112,         3
   28,           182,             158,              3,       170,          54,          3,        378,          158,           6,      185,        119,         4
   29,           189,             164,              3,       192,          54,          3,        406,          164,           6,      191,        121,         4
   30,           211,             185,              3,       179,          57,          2,        435,          185,           7,      198,        126,         4
   31,           241,             215,              4,       196,          60,          3,        465,          215,           8,      207,        130,         4
   32,           268,             241,              5,       183,          60,          3,        496,          241,           8,      218,        136,         4
   33,           294,             266,              4,       198,          66,          3,        528,          266,           9,      229,        135,         4
   34,           318,             289,              5,       211,          68,          3,        561,          289,          10,      243,        148,         5
   35,           346,             316,              5,       211,          64,          3,        595,          316,          71,      253,        151,         5
   36,           381,             350,              7,       223,          72,          3,        630,          350,          10,      258,        157,         5
   37,           397,             365,              7,       254,          70,          3,        666,          365,          12,      272,        166,         5
   38,           431,             398,              7,       252,          81,          4,        703,          398,          13,      282,        169,         5
   39,           469,             436,              8,       246,          78,          4,        741,          436,          14,      291,        175,         5
   40,           497,             463,              9,       268,          84,          4,        780,          463,          15,      302,        178,         5
   41,           512,             477,              8,       277,          86,          4,        820,          477,          13,      314,        184,         5
   42,           514,             478,              8,       289,          90,          4,        861,          478,          14,      320,        189,         8
   43,           519,             482,             10,       307,          90,          4,        903,          482,          14,      334,        195,         5
   44,           531,             493,              8,       304,          92,          4,        946,          493,          16,      348,        202,         6
   45,           575,             537,              9,       302,          90,          4,        990,          537,           4,      360,        208,         6
   46,           618,             579,             10,       340,          97,          3,       1035,          579,           5,      372,        214,         5
   47,           633,             593,              6,       340,         105,          4,       1081,          593,           5,      379,        218,         5
   48,           652,             611,             11,       317,         100,          4,       1128,          611,           5,      386,        224,         7
   49,           696,             654,             12,       345,         103,          4,       1176,          654,           5,      397,        227,         6
   50,           723,             680,             11,       462,         102,          5,       1225,          680,           6,      410,        233,         6
   51,           753,             709,             11,       356,         108,         14,       1275,          709,           5,      418,        236,         6
   52,           804,             759,             11,       382,         109,          4,       1326,          759,           5,      431,        244,         6
   53,           855,             809,             14,       413,         108,          5,       1378,          809,           6,      440,        248,         6
   54,           905,             858,             14,       411,         115,          5,       1431,          858,           6,      450,        259,         6
   55,           927,             879,             15,       391,         122,          5,       1485,          879,           6,      460,        266,         7
   56,           973,             924,             17,       410,         119,          5,       1540,          924,           6,      473,        265,        10
   57,          1026,             976,             15,       427,         121,          5,       1596,          976,           7,      484,        275,         8
   58,          1036,             985,             18,       437,         134,          6,       1653,          985,           8,      494,        280,        24
   59,          1091,            1039,             20,       508,         134,          6,       1711,         1039,           8,      509,        290,        11
   60,          1134,            1081,             19,       456,         134,          6,       1770,         1081,           8,      525,        296,         7
   61,          1162,            1108,             20,       438,         136,          5,       1830,         1108,          20,      535,        297,         8
   62,          1198,            1143,             21,       458,         147,          6,       1891,         1143,           8,      544,        308,         8
   63,          1216,            1160,             19,       476,         139,          6,       1953,         1160,           9,      558,        313,         8
   64,          1235,            1178,             21,       560,         138,          6,       2016,         1178,           9,      574,        327,         8
   65,          1293,            1235,             21,       490,         146,          6,       2080,         1235,           8,      578,        328,         7
   66,          1350,            1291,             22,       529,         149,          6,       2145,         1291,           8,      591,        334,        22
   67,          1363,            1303,             21,       501,         148,         48,       2211,         1303,          10,      602,        342,        11
   68,          1408,            1347,             26,       503,         153,          6,       2278,         1347,           8,      616,        342,        10
   69,          1430,            1368,             29,       580,         160,          7,       2346,         1368,           9,      628,        353,         8
   70,          1499,            1436,             22,       570,         160,          7,       2415,         1436,           9,      646,        369,         9
   71,          1529,            1465,             25,       541,         162,          6,       2485,         1465,          10,      651,        368,         8
   72,          1540,            1475,             24,       599,         159,          6,       2556,         1475,           9,      666,        372,         8
   73,          1587,            1521,             21,       574,         168,          6,       2628,         1521,          10,      682,        388,         8
   74,          1630,            1563,             25,       585,         162,          6,       2701,         1563,          10,      692,        392,         9
   75,          1699,            1631,             36,       597,         174,          7,       2775,         1631,          11,      696,        394,        10
   76,          1760,            1691,             25,       633,         176,          6,       2850,         1691,          11,      709,        398,         9
   77,          1806,            1736,             28,       624,         170,          7,       2926,         1736,          11,      718,        401,        12
   78,          1810,            1739,             34,       659,         178,          7,       3003,         1739,          11,      735,        412,        11
   79,          1837,            1765,             30,       669,         184,          8,       3081,         1765,         513,      750,        430,        10
   80,          1879,            1806,             28,       644,         181,          8,       3160,         1806,          12,      761,        429,         9
   81,          1907,            1833,             28,       664,         191,          7,       3240,         1833,          12,      773,        434,         9
   82,          1933,            1858,             28,       622,         184,          6,       3321,         1858,          12,      783,        443,         9
   83,          1936,            1860,             30,       652,         187,          7,       3403,         1860,          11,      796,        453,         8
   84,          1980,            1903,             29,       692,         193,          7,       3486,         1903,          12,      808,        458,        10
   85,          2050,            1972,             32,       768,         192,          7,       3570,         1972,          12,      823,        465,        12
   86,          2053,            1974,             34,       798,         195,          7,       3655,         1974,          12,      832,        473,         9
   87,          2089,            2009,             33,       704,         193,          7,       3741,         2009,          15,      852,        474,        12
   88,          2129,            2048,             37,       707,         207,          9,       3828,         2048,          14,      869,        487,        12
   89,          2191,            2109,             38,       738,         196,          8,       3916,         2109,          15,      879,        492,        12
   90,          2270,            2187,             39,       804,         210,          9,       4005,         2187,          15,      890,        502,        12
   91,          2323,            2239,             42,       856,         205,          9,       4095,         2239,          16,      901,        504,        11
   92,          2333,            2248,             39,       775,         211,          8,       4186,         2248,          16,      919,        523,        17
   93,          2400,            2314,             36,       832,         212,          8,       4278,         2314,          13,      922,        519,        13
   94,          2425,            2338,             37,       809,         218,          8,       4371,         2338,          14,      933,        521,        11
   95,          2454,            2366,             37,       824,         228,          9,       4465,         2366,          15,      945,        529,        11
   96,          2542,            2453,             35,       785,         226,          8,       4560,         2453,          15,      971,        548,        11
   97,          2630,            2540,             41,       856,         223,         23,       4656,         2540,          13,      985,        553,        10
   98,          2695,            2604,             44,       828,         229,          9,       4753,         2604,          17,      990,        555,        13
   99,          2710,            2618,             39,       845,         233,          9,       4851,         2618,          16,      999,        557,        12
  100,          2797,            2704,             49,       924,         236,          8,       4950,         2704,          17,     1017,        573,        15
  101,          2811,            2717,             49,       894,         236,         10,       5050,         2717,          20,     1032,        578,        14
  102,          2870,            2775,             42,       969,         234,         10,       5151,         2775,          18,     1053,        594,        12
  103,          2904,            2808,             66,       926,         240,         11,       5253,         2808,          19,     1059,        597,        13
  104,          2979,            2882,             49,       873,         249,          9,       5356,         2882,          20,     1071,        603,        14
  105,          3083,            2985,             50,       968,         241,         10,       5460,         2985,          19,     1086,        612,        13
  106,          3110,            3011,             69,      1056,         247,          9,       5565,         3011,          17,     1097,        624,        15
  107,          3199,            3099,             46,       983,         252,         10,       5671,         3099,          18,     1101,        618,        12
  108,          3238,            3137,            104,      1035,         262,         11,       5778,         3137,          21,     1127,        630,        14
  109,          3333,            3231,             53,      1019,         253,         10,       5886,         3231,          20,     1124,        634,        14
  110,          3372,            3269,             55,       964,         249,         10,       5995,         3269,          21,     1128,        636,        14
  111,          3457,            3353,            128,      1014,         267,         10,       6105,         3353,          22,     1149,        646,        14
  112,          3568,            3464,             57,      1073,         276,          8,       6216,         3464,          18,     1157,        653,        13
  113,          3603,            3498,             51,      1012,         271,          8,       6328,         3498,          16,     1186,        667,        10
  114,          3626,            3520,             50,       990,         260,         10,       6441,         3520,          23,     1197,        677,        26
  115,          3738,            3631,             62,       984,         258,         10,       6555,         3631,          23,     1212,        688,        15
  116,          3801,            3693,            124,      1165,         270,         10,       6670,         3693,          24,     1225,        692,        15
  117,          3820,            3711,             49,      1042,         281,         10,       6786,         3711,          25,     1241,        704,        15
  118,          3912,            3802,            170,      1120,         280,         11,       6903,         3802,          25,     1248,        703,        19
  119,          3956,            3845,             92,      1097,         299,         11,       7021,         3845,          23,     1255,        708,        16
  120,          4075,            3964,            118,      1064,         301,         11,       7140,         3964,          26,     1264,        715,        16
  121,          4103,            3991,             68,      1067,         276,         11,       7260,         3991,          26,     1283,        720,        16
  122,          4218,            4105,            148,      1153,         288,         11,       7381,         4105,          27,     1299,        732,        12
  123,          4304,            4190,             10,      1205,         291,         12,       7503,         4190,          26,     1306,        739,        16
  124,          4321,            4206,              8,      1158,         294,         11,       7626,         4206,          24,     1324,        749,        37
  125,          4352,            4236,              7,      1160,         303,         10,       7750,         4236,          23,     1339,        755,        11
  126,          4463,            4346,              7,      1253,         299,         11,       7875,         4346,          21,     1351,        759,        12
  127,          4564,            4446,              7,      1318,         302,          9,       8001,         4446,          19,     1370,        765,        17
  128,          4623,            4504,              9,      1292,         308,         12,       8128,         4504,          27,     1377,        771,        15
  129,          4704,            4584,             11,      1124,         310,         11,       8256,         4584,          25,     1402,        793,        19
  130,          4824,            4703,              9,      1237,         321,         11,       8385,         4703,          24,     1416,        790,        16
  131,          4943,            4821,             10,      1238,         318,         12,       8515,         4821,          27,     1429,        804,        16
  132,          5008,            4885,             10,      1182,         326,         11,       8646,         4885,          27,     1436,        806,        17
  133,          5087,            4963,             10,      1210,         333,         12,       8778,         4963,          28,     1449,        810,        16
  134,          5209,            5084,             10,      1247,         330,         12,       8911,         5084,          31,     1462,        811,        18
  135,          5260,            5134,             10,      1343,         322,         12,       9045,         5134,          26,     1483,        823,        21
  136,          5282,            5155,             10,      1332,         326,         10,       9180,         5155,          26,     1491,        826,        12
  137,          5331,            5203,              8,      1247,         335,         10,       9316,         5203,          29,     1500,        834,        17
  138,          5419,            5290,             11,      1272,         328,         13,       9453,         5290,          27,     1522,        851,        17
  139,          5421,            5291,             11,      1286,         343,         12,       9591,         5291,          29,     1542,        856,        24
  140,          5493,            5362,             10,      1276,         334,         11,       9730,         5362,          27,     1562,        869,        16
  141,          5576,            5444,             10,      1393,         353,         12,       9870,         5444,          42,     1573,        873,        18
  142,          5714,            5581,             13,      1386,         351,         13,      10011,         5581,          34,     1587,        884,        19
  143,          5848,            5714,             13,      1324,         350,         13,      10153,         5714,          34,     1607,        893,        20
  144,          5895,            5760,             13,      1370,         357,         14,      10296,         5760,          47,     1619,        905,        23
  145,          5993,            5857,             13,      1560,         348,         14,      10440,         5857,          58,     1636,        908,        20
  146,          6126,            5989,             11,      1519,         349,         10,      10585,         5989,          26,     1657,        924,        13
  147,          6234,            6096,             26,      1424,         358,         13,      10731,         6096,          35,     1652,        919,        18
  148,          6305,            6166,             12,      1478,         353,         13,      10878,         6166,          34,     1686,        937,        18
  149,          6426,            6286,             13,      1453,         365,         13,      11026,         6286,          30,     1679,        931,        20
  150,          6456,            6315,             13,      1553,         359,         13,      11175,         6315,          31,     1699,        946,        18
  151,          6597,            6455,             13,      1617,         351,         14,      11325,         6455,          66,     1716,        946,        14
  152,          6637,            6494,             24,      1463,         378,         14,      11476,         6494,          40,     1728,        959,        20
  153,          6753,            6609,             15,      1503,         379,         14,      11628,         6609,          38,     1749,        974,        24
  154,          6786,            6641,             14,      1636,         381,         14,      11781,         6641,          36,     1755,        974,        19
  155,          6831,            6685,             14,      1511,         387,         14,      11935,         6685,          41,     1782,        990,        20
  156,          6932,            6785,             15,      1548,         396,         15,      12090,         6785,          39,     1791,        992,        20
  157,          6942,            6794,             15,      1595,         396,         14,      12246,         6794,          42,     1809,       1001,        20
  158,          7034,            6885,             15,      1527,         393,         15,      12403,         6885,          42,     1826,       1008,        24
  159,          7080,            6930,             16,      1565,         388,         14,      12561,         6930,          42,     1833,       1017,        21
  160,          7164,            7013,             15,      1651,         393,         15,      12720,         7013,          58,     1845,       1024,        20
  161,          7184,            7032,             16,      1683,         404,         16,      12880,         7032,          43,     1860,       1031,        20
  162,          7212,            7059,             16,      1731,         388,         31,      13041,         7059,          40,     1877,       1036,        23
  163,          7370,            7216,             15,      1668,         427,         15,      13203,         7216,          43,     1881,       1043,        22
  164,          7450,            7295,             16,      1680,         404,         15,      13366,         7295,          45,     1901,       1060,        34
  165,          7518,            7362,             16,      1741,         408,         16,      13530,         7362,          46,     1909,       1051,        22
  166,          7531,            7374,             18,      1651,         418,         15,      13695,         7374,          43,     1918,       1057,        25
  167,          7665,            7507,             18,      1689,         426,         16,      13861,         7507,          48,     1944,       1072,        24
  168,          7706,            7547,             18,      1696,         422,         17,      14028,         7547,          49,     1963,       1084,        23
  169,          7869,            7709,             19,      1766,         424,         17,      14196,         7709,          48,     1969,       1094,        23
  170,          8020,            7859,             18,      1756,         418,         16,      14365,         7859,          47,     1989,       1098,        29
  171,          8059,            7897,             17,      1736,         426,         13,      14535,         7897,          35,     2003,       1102,        16
  172,          8230,            8067,             13,      1737,         435,         14,      14706,         8067,          47,     2023,       1112,        22
  173,          8277,            8113,             18,      1849,         432,         16,      14878,         8113,          50,     2047,       1132,        24
  174,          8284,            8119,             19,      1674,         430,         17,      15051,         8119,          52,     2062,       1140,        27
  175,          8424,            8258,             20,      1810,         419,         16,      15225,         8258,          51,     2074,       1137,        24
  176,          8540,            8373,             20,      1735,         440,         17,      15400,         8373,          51,     2091,       1154,        24
  177,          8671,            8503,             20,      1869,         446,         17,      15576,         8503,          52,     2090,       1150,        24
  178,          8716,            8547,             20,      1865,         437,         27,      15753,         8547,          64,     2101,       1146,        27
  179,          8880,            8710,             20,      1735,         453,         17,      15931,         8710,          54,     2114,       1167,        24
  180,          8931,            8760,             19,      1846,         445,         18,      16110,         8760,          55,     2133,       1181,        24
  181,          9031,            8859,             21,      1806,         454,         17,      16290,         8859,          55,     2149,       1190,        25
  182,          9080,            8907,             20,      1869,         465,         18,      16471,         8907,          52,     2166,       1198,        27
  183,          9160,            8986,             20,      1846,         447,         18,      16653,         8986,          53,     2172,       1201,        25
  184,          9288,            9113,             20,      1803,         474,         18,      16836,         9113,          55,     2189,       1206,        25
  185,          9450,            9274,             18,      1895,         472,         18,      17020,         9274,          54,     2207,       1221,        25
  186,          9606,            9429,             16,      1837,         477,         18,      17205,         9429,          47,     2230,       1230,        63
  187,          9741,            9563,             18,      2024,         450,         18,      17391,         9563,          48,     2232,       1240,        24
  188,          9829,            9650,             18,      2083,         458,         18,      17578,         9650,          52,     2260,       1239,        26
  189,          9859,            9679,             22,      2041,         475,         18,      17766,         9679,          58,     2247,       1222,        37
  190,         10010,            9829,             21,      1983,         474,         17,      17955,         9829,          56,     2277,       1248,        14
  191,         10168,            9986,             20,      1972,         478,         18,      18145,         9986,          57,     2302,       1267,        17
  192,         10315,           10132,             21,      1919,         492,         18,      18336,        10132,          58,     2323,       1281,        16
  193,         10352,           10168,             21,      1944,         496,         19,      18528,        10168,          55,     2328,       1281,        17
  194,         10534,           10349,             21,      2072,         484,         18,      18721,        10349,          57,     2339,       1290,        18
  195,         10612,           10426,             20,      2208,         481,         19,      18915,        10426,          60,     2356,       1303,        19
  196,         10798,           10611,             21,      2021,         495,         19,      19110,        10611,          61,     2359,       1294,        18
  197,         10805,           10617,             23,      2126,         504,         19,      19306,        10617,          61,     2381,       1318,        17
  198,         10912,           10723,             21,      2304,         520,         19,      19503,        10723,          63,     2396,       1320,        19
  199,         11104,           10914,             23,      2089,         504,         18,      19701,        10914,          64,     2411,       1331,        18
  200,         11188,           10997,             23,      2144,         513,         17,      19900,        10997,          63,     2424,       1334,        18
  201,         11295,           11103,             23,      2499,         498,         19,      20100,        11103,          64,     2449,       1354,        19
  202,         11493,           11300,             24,      2259,         510,         20,      20301,        11300,          67,     2456,       1351,        19
  203,         11670,           11476,             24,      2194,         507,         19,      20503,        11476,          66,     2470,       1363,        20
  204,         11773,           11578,             22,      2201,         516,         19,      20706,        11578,          68,     2490,       1373,        19
  205,         11853,           11657,             31,      2203,         509,         20,      20910,        11657,          64,     2513,       1394,        19
  206,         12038,           11841,             24,      2311,         526,         20,      21115,        11841,          65,     2527,       1388,        19
  207,         12240,           12042,             24,      2228,         527,         19,      21321,        12042,          67,     2551,       1405,        18
  208,         12431,           12232,             23,      2275,         519,         20,      21528,        12232,          68,     2553,       1407,        19
  209,         12616,           12416,             26,      2275,         529,         19,      21736,        12416,          70,     2571,       1413,        19
  210,         12629,           12428,             26,      2091,         547,         27,      21945,        12428,          63,     2594,       1429,        19
  211,         12811,           12609,             27,      2579,         517,         20,      22155,        12609,          63,     2609,       1434,        20
  212,         12986,           12783,             23,      2314,         539,         20,      22366,        12783,          62,     2628,       1448,        19
  213,         13085,           12881,             25,      2217,         554,         18,      22578,        12881,          61,     2634,       1450,        20
  214,         13298,           13094,             28,      2233,         565,         21,      22791,        13094,          78,     2660,       1467,        21
  215,         13479,           13274,             29,      2233,         559,         21,      23005,        13274,          69,     2682,       1481,        18
  216,         13501,           13295,             22,      2216,         567,         19,      23220,        13295,          63,     2690,       1488,        20
  217,         13520,           13313,             27,      2278,         550,         21,      23436,        13313,          73,     2699,       1484,        18
  218,         13658,           13450,             27,      2498,         551,         21,      23653,        13450,          73,     2705,       1487,        20
  219,         13828,           13619,             27,      2468,         561,         21,      23871,        13619,          72,     2719,       1498,        21
  220,         13979,           13769,             29,      2532,         571,         21,      24090,        13769,          75,     2743,       1506,        19
  221,         13996,           13785,             24,      2350,         578,         19,      24310,        13785,          72,     2758,       1518,        20
  222,         14186,           13974,             28,      2370,         566,         20,      24531,        13974,          76,     2779,       1535,        22
  223,         14331,           14118,             30,      2410,         579,         20,      24753,        14118,          78,     2787,       1533,        22
  224,         14450,           14236,             30,      2903,         566,         22,      24976,        14236,          81,     2801,       1543,        22
  225,         14556,           14341,             23,      2610,         571,         19,      25200,        14341,          60,     2802,       1538,        15
  226,         14579,           14363,             21,      2599,         575,         16,      25425,        14363,          58,     2830,       1552,        14
  227,         14687,           14470,             21,      2413,         571,         15,      25651,        14470,          58,     2840,       1571,        14
  228,         14875,           14657,             21,      2500,         571,         16,      25878,        14657,          58,     2857,       1578,        14
  229,         15096,           14877,             21,      2597,         590,         31,      26106,        14877,          60,     2881,       1594,        16
  230,         15106,           14886,             22,      2607,         588,         17,      26335,        14886,          59,     2899,       1595,        16
  231,         15206,           14985,             22,      2674,         581,         17,      26565,        14985,          58,     2926,       1610,        17
  232,         15281,           15059,             23,      2519,         602,         17,      26796,        15059,          61,     2928,       1620,        16
  233,         15335,           15112,             23,      2592,         598,         17,      27028,        15112,          61,     2927,       1611,        16
  234,         15443,           15219,             23,      2557,         596,         32,      27261,        15219,          62,     2968,       1640,        15
  235,         15531,           15306,             22,      2622,         616,         17,      27495,        15306,          73,     2967,       1629,        20
  236,         15572,           15346,             46,      2525,         618,         22,      27730,        15346,          83,     2994,       1647,        20
  237,         15760,           15533,             32,      2647,         607,         23,      27966,        15533,          88,     2998,       1650,        22
  238,         15811,           15583,             34,      2547,         616,         23,      28203,        15583,          94,     3011,       1656,        23
  239,         16049,           15821,             35,      2796,         617,         24,      28441,        15821,          91,     3038,       1674,        27
  240,         16220,           15991,             32,      2574,         627,         24,      28680,        15991,          79,     3037,       1668,        16
  241,         16440,           16210,             23,      2612,         625,         17,      28920,        16210,          64,     3076,       1691,        16
  242,         16528,           16297,             23,      2581,         631,         17,      29161,        16297,          63,     3079,       1692,        16
  243,         16615,           16383,             23,      2546,         635,         17,      29403,        16383,          62,     3095,       1704,        16
  244,         16725,           16492,             23,      2760,         635,         29,      29646,        16492,          73,     3110,       1709,        23
  245,         16808,           16574,             34,      2611,         638,         24,      29890,        16574,          90,     3123,       1719,        23
  246,         16825,           16590,             34,      2743,         644,         19,      30135,        16590,          70,     3138,       1731,        17
  247,         16831,           16595,             33,      2612,         650,         22,      30381,        16595,          89,     3151,       1744,        22
  248,         16947,           16710,             29,      2837,         655,         23,      30628,        16710,          92,     3166,       1743,        24
  249,         17130,           16892,             35,      2919,         639,         24,      30876,        16892,         109,     3186,       1759,        25
  250,         17284,           17045,             37,      2891,         659,         25,      31125,        17045,          99,     3205,       1768,        24
  251,         17293,           17053,             40,      3000,         653,         26,      31375,        17053,         110,     3227,       1784,        23
  252,         17484,           17243,             33,      2799,         657,         27,      31626,        17243,         104,     3236,       1778,        25
  253,         17496,           17254,             26,      2883,         670,         20,      31878,        17254,          77,     3250,       1787,        18
  254,         17626,           17383,             26,      2744,         686,         33,      32131,        17383,          97,     3257,       1788,        20
  255,         17816,           17572,             27,      2763,         675,         20,      32385,        17572,          78,     3282,       1805,        32
  256,         18030,           17785,             26,      3023,         674,         41,      32640,        17785,          78,     3300,       1812,        18
  257,         18097,           17851,             26,      2728,         684,         19,      32896,        17851,          78,     3320,       1826,        18
  258,         18322,           18075,             26,      2984,         661,         18,      33153,        18075,          73,     3334,       1834,        18
  259,         18453,           18205,             26,      3152,         696,         19,      33411,        18205,          77,     3360,       1844,        18
  260,         18483,           18234,             26,      3084,         683,         18,      33670,        18234,          75,     3365,       1853,        19
  261,         18487,           18237,             27,      2923,         680,         18,      33930,        18237,         101,     3385,       1860,        19
  262,         18607,           18356,             26,      2938,         694,         18,      34191,        18356,          80,     3400,       1869,        25
  263,         18647,           18395,             33,      2967,         697,         22,      34453,        18395,          80,     3405,       1876,        22
  264,         18697,           18444,             31,      2934,         710,         22,      34716,        18444,          96,     3427,       1885,        25
  265,         18719,           18465,             36,      3217,         686,         25,      34980,        18465,          99,     3445,       1900,        24
  266,         18737,           18482,             39,      3121,         700,         25,      35245,        18482,         105,     3468,       1911,        26
  267,         18761,           18505,             40,      3402,         683,         25,      35511,        18505,         108,     3475,       1916,        26
  268,         18941,           18684,             35,      2975,         704,         23,      35778,        18684,         103,     3484,       1917,        26
  269,         19128,           18870,             39,      3067,         715,         26,      36046,        18870,         110,     3503,       1923,        27
  270,         19397,           19138,             39,      2891,         727,         24,      36315,        19138,         104,     3518,       1931,        26
  271,         19399,           19139,             40,      2928,         717,         24,      36585,        19139,         111,     3546,       1952,        27
  272,         19434,           19173,             40,      3278,         713,         25,      36856,        19173,         114,     3558,       1952,        26
  273,         19685,           19423,             39,      2989,         704,         25,      37128,        19423,         130,     3579,       1970,        28
  274,         19936,           19673,             43,      3277,         715,         26,      37401,        19673,         119,     3601,       1992,        29
  275,         20062,           19798,             45,      3231,         707,         27,      37675,        19798,         113,     3607,       1981,        27
  276,         20275,           20010,             43,      3258,         729,         27,      37950,        20010,         136,     3617,       1989,        29
