     n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, bubble_cmp, bubble_swaps, bubble_time, heap_cmp, heap_swaps, heap_time
     0,             0,               0,              2,         0,           0,          1,          0,            0,           0,        0,          0,         7
     1,             0,               0,              0,         0,           0,          0,          0,            0,           0,        0,          1,        11
     2,             1,               0,              0,         1,           2,          0,          1,            0,           0,        1,          3,      1686
     3,             3,               2,              9,         3,           2,          1,          3,            2,          14,        3,          5,         0
     4,             6,               5,              0,         6,           6,         10,          6,            5,           0,        7,          6,         0
     5,             7,               5,              0,        12,           8,         13,         10,            5,           0,       12,         10,         0
     6,            12,              10,              0,        15,          10,          1,         15,           10,           0,       17,         15,         0
     7,            18,              15,              0,        17,          12,          1,         21,           15,           1,       21,         16,         1
     8,            20,              16,              0,        28,          12,          1,         28,           16,           1,       27,         21,         1
     9,            22,              17,              0,        29,          16,          1,         36,           17,          12,       34,         26,         1
    10,            31,              26,              1,        28,          14,          1,         45,           26,           1,       40,         27,         1
    11,            34,              28,              1,        39,          19,          1,         55,           28,           1,       47,         31,         1
    12,            39,              32,              1,        49,          18,          2,         66,           32,           1,       53,         37,         1
    13,            49,              41,              0,        45,          20,          1,         78,           41,           2,       63,         42,         1
    14,            56,              47,              0,        65,          25,          1,         91,           47,           2,       70,         46,         1
    15,            66,              56,              1,        68,          27,          2,        105,           56,           2,       76,         51,         1
    16,            70,              59,              1,        72,          30,          2,        120,           59,           2,       84,         56,         1
    17,            75,              63,              2,        79,          28,          2,        136,           63,           3,       92,         60,         1
    18,            78,              65,              1,        81,          33,          1,        153,           65,           3,      102,         66,         1
    19,            96,              82,              1,        87,          35,          1,        171,           82,           2,      108,         69,         1
    20,           109,              94,              1,        97,          37,          1,        190,           94,           3,      116,         75,         2
    21,           125,             109,              2,        98,          36,          3,        210,          109,           4,      126,         76,         2
    22,           142,             125,              2,       124,          41,          2,        231,          125,           5,      134,         84,         2
    23,           144,             126,              2,       114,          44,          2,        253,          126,           5,      144,         91,         2
    24,           145,             126,              2,       121,          44,          3,        276,          126,           5,      152,         95,         2
    25,           159,             139,              2,       133,          49,          2,        300,          139,           5,      165,        104,         2
    26,           171,             150,              2,       151,          48,          3,        325,          150,           6,      174,        109,         2
    27,           182,             160,              3,       139,          53,          2,        351,          160,           4,      185,        117,         2
    28,           194,             171,              3,       168,          53,          3,        378,          171,           6,      190,        120,         2
    29,           212,             188,              3,       162,          56,          3,        406,          188,           8,      197,        123,         3
    30,           228,             203,              4,       176,          58,          3,        435,          203,           7,      209,        132,         3
    31,           231,             205,              3,       180,          61,          3,        465,          205,           7,      218,        138,         3
    32,           261,             234,              5,       224,          61,          3,        496,          234,           7,      224,        137,         3
    33,           266,             238,              5,       201,          70,          3,        528,          238,           9,      240,        147,         3
    34,           290,             261,              5,       216,          70,          3,        561,          261,           9,      248,        150,         3
    35,           293,             263,              5,       232,          69,          3,        595,          263,          74,      259,        156,         3
    36,           305,             274,              5,       218,          73,          3,        630,          274,          10,      267,        159,         3
    37,           334,             302,              6,       218,          73,          4,        666,          302,          12,      266,        161,         3
    38,           349,             316,              6,       260,          78,          4,        703,          316,          12,      278,        167,         3
    39,           358,             324,              6,       288,          79,          3,        741,          324,          12,      287,        173,         3
    40,           389,             354,             25,       239,          79,          4,        780,          354,          13,      294,        181,         4
    41,           420,             384,              7,       322,          81,          4,        820,          384,          14,      311,        187,         4
    42,           429,             392,              7,       311,          86,          4,        861,          392,          12,      319,        191,         4
    43,           455,             417,             14,       300,          91,          4,        903,          417,           9,      333,        204,         3
    44,           464,             425,              8,       280,          88,          4,        946,          425,          14,      343,        208,         4
    45,           508,             469,              9,       321,          87,          5,        990,          469,          80,      358,        216,         4
    46,           542,             502,              9,       308,          93,          5,       1035,          502,           5,      368,        215,         4
    47,           562,             521,             10,       310,          95,          5,       1081,          521,           5,      383,        226,         4
    48,           580,             538,              9,       337,         100,          4,       1128,          538,           5,      398,        237,         4
    49,           625,             582,             10,       336,         101,          4,       1176,          582,           5,      411,        239,         4
    50,           642,             598,             10,       388,         101,          5,       1225,          598,           5,      420,        249,         4
    51,           677,             632,             11,       382,          99,          4,       1275,          632,           5,      436,        257,         4
    52,           719,             673,             13,       385,         103,          5,       1326,          673,           5,      443,        258,         3
    53,           727,             680,             13,       403,         104,          5,       1378,          680,           6,      453,        263,         4
    54,           768,             720,             12,       389,         109,          5,       1431,          720,           6,      463,        271,         5
    55,           806,             757,             14,       448,         112,          4,       1485,          757,           6,      483,        284,         5
    56,           861,             812,             12,       424,         113,          5,       1540,          812,           5,      493,        285,         4
    57,           867,             817,              8,       411,         118,          4,       1596,          817,           5,      507,        294,         4
    58,           910,             859,             11,       433,         121,          5,       1653,          859,           5,      517,        300,         4
    59,           920,             868,              8,       455,         125,          4,       1711,          868,           5,      522,        305,         3
    60,           942,             889,              8,       424,         132,          4,       1770,          889,           5,      536,        312,         3
    61,           948,             894,              9,       438,         128,          4,       1830,          894,           5,      547,        319,         4
    62,           960,             905,             16,       457,         139,          5,       1891,          905,           6,      560,        326,         4
    63,           962,             906,             13,       472,         134,          6,       1953,          906,           6,      574,        333,         5
    64,           967,             910,              8,       524,         130,          4,       2016,          910,           7,      587,        341,         5
    65,           971,             913,             19,       522,         141,          6,       2080,          913,           8,      599,        348,         6
    66,          1032,             973,             14,       528,         141,          6,       2145,          973,           6,      606,        350,         4
    67,          1058,             998,             14,       517,         139,          5,       2211,          998,           7,      614,        357,         5
    68,          1111,            1050,             16,       516,         140,          6,       2278,         1050,           7,      629,        363,         5
    69,          1130,            1068,             14,       532,         147,          6,       2346,         1068,           8,      638,        371,         5
    70,          1148,            1085,             29,       614,         149,          5,       2415,         1085,           6,      651,        378,         4
    71,          1169,            1105,             10,       584,         146,          5,       2485,         1105,           6,      657,        378,         4
    72,          1214,            1149,             12,       641,         154,          5,       2556,         1149,           6,      668,        380,         4
    73,          1269,            1203,             11,       611,         152,          5,       2628,         1203,           6,      690,        398,         4
    74,          1319,            1252,             11,       577,         162,          6,       2701,         1252,           9,      701,        399,         6
    75,          1325,            1257,             22,       584,         168,          7,       2775,         1257,           8,      714,        408,         7
    76,          1337,            1268,             22,       570,         170,          7,       2850,         1268,          11,      726,        415,         7
    77,          1356,            1286,             23,       716,         166,          7,       2926,         1286,          11,      735,        423,         6
    78,          1418,            1347,             27,       645,         172,          8,       3003,         1347,          11,      743,        426,         6
    79,          1423,            1351,             21,       742,         163,          7,       3081,         1351,          12,      760,        436,         7
    80,          1438,            1365,             24,       632,         176,          7,       3160,         1365,          11,      774,        444,         7
    81,          1512,            1438,             24,       681,         178,          7,       3240,         1438,          11,      787,        453,         7
    82,          1573,            1498,             26,       662,         178,          8,       3321,         1498,          12,      805,        459,         7
    83,          1648,            1572,             25,       654,         189,          8,       3403,         1572,          13,      820,        473,         8
    84,          1653,            1576,             33,       679,         185,          7,       3486,         1576,          13,      827,        477,         8
    85,          1677,            1599,             24,       658,         189,          7,       3570,         1599,          14,      844,        488,         8
    86,          1732,            1653,             30,       736,         191,          8,       3655,         1653,          12,      848,        482,         7
    87,          1746,            1666,             29,       700,         195,          8,       3741,         1666,          12,      856,        493,         7
    88,          1821,            1740,             33,       774,         191,          7,       3828,         1740,          12,      870,        505,         7
    89,          1877,            1795,             32,       732,         206,          8,       3916,         1795,          13,      879,        500,         7
    90,          1888,            1805,             32,       729,         203,          8,       4005,         1805,          13,      884,        506,         7
    91,          1970,            1886,             33,       735,         207,          8,       4095,         1886,          13,      909,        525,         7
    92,          2019,            1934,             34,       794,         217,          8,       4186,         1934,          13,      924,        531,         8
    93,          2021,            1935,             36,       795,         207,          8,       4278,         1935,          13,      943,        538,         7
    94,          2038,            1951,             34,       797,         217,          8,       4371,         1951,          14,      949,        540,         7
    95,          2110,            2022,             35,       805,         217,          8,       4465,         2022,          14,      960,        549,         7
    96,          2117,            2028,             36,       793,         215,          9,       4560,         2028,          15,      974,        559,         8
    97,          2200,            2110,             40,       792,         214,          8,       4656,         2110,          15,      990,        563,         9
    98,          2273,            2182,             39,       852,         218,          8,       4753,         2182,          16,     1008,        583,         8
    99,          2338,            2246,             41,       892,         224,          8,       4851,         2246,          16,     1024,        585,         8
   100,          2424,            2331,             44,       884,         223,          9,       4950,         2331,          16,     1039,        590,         9
   101,          2518,            2424,             44,       912,         220,          9,       5050,         2424,          14,     1056,        595,         7
   102,          2544,            2449,             32,       837,         233,         10,       5151,         2449,          17,     1063,        608,         8
   103,          2549,            2453,             36,       961,         232,         10,       5253,         2453,          16,     1091,        624,         8
   104,          2592,            2495,             43,       892,         234,          9,       5356,         2495,          18,     1101,        630,        10
   105,          2696,            2599,             53,       927,         235,         10,       5460,         2599,          19,     1113,        630,        10
   106,          2719,            2621,             45,       889,         251,         10,       5565,         2621,          20,     1121,        644,        10
   107,          2737,            2638,             46,      1072,         240,         10,       5671,         2638,          20,     1138,        645,        10
   108,          2795,            2695,             40,      1012,         244,         10,       5778,         2695,          19,     1143,        654,        10
   109,          2831,            2730,             39,       945,         244,          9,       5886,         2730,          19,     1160,        655,         9
   110,          2903,            2801,             43,      1090,         242,          9,       5995,         2801,          17,     1168,        666,         9
   111,          2949,            2846,             44,      1102,         252,         10,       6105,         2846,          18,     1183,        677,         8
   112,          2981,            2877,            132,      1006,         267,         10,       6216,         2877,          19,     1196,        682,         9
   113,          3007,            2902,             45,       966,         257,          9,       6328,         2902,          14,     1210,        693,         7
   114,          3100,            2994,             40,      1042,         274,         11,       6441,         2994,          21,     1218,        693,        11
   115,          3158,            3051,            111,      1073,         268,         11,       6555,         3051,          19,     1239,        706,         9
   116,          3247,            3139,             67,      1119,         274,         12,       6670,         3139,          23,     1251,        712,        12
   117,          3344,            3235,             57,      1035,         275,         11,       6786,         3235,          23,     1268,        718,        12
   118,          3386,            3276,            108,      1268,         281,         11,       6903,         3276,          25,     1274,        721,        12
   119,          3430,            3319,             56,      1092,         288,         11,       7021,         3319,          24,     1287,        730,        11
   120,          3478,            3366,             59,      1176,         273,         12,       7140,         3366,          20,     1301,        737,        11
   121,          3504,            3391,            100,      1401,         275,         12,       7260,         3391,          24,     1319,        750,        12
   122,          3552,            3438,             57,      1096,         298,         12,       7381,         3438,          25,     1324,        745,        11
   123,          3575,            3460,             60,      1200,         294,         11,       7503,         3460,          26,     1340,        755,        11
   124,          3696,            3580,            108,      1090,         304,         12,       7626,         3580,          20,     1352,        759,         9
   125,          3705,            3588,             34,      1156,         294,          9,       7750,         3588,          18,     1367,        773,         9
   126,          3724,            3606,              6,      1148,         299,         11,       7875,         3606,          17,     1367,        771,         8
   127,          3725,            3606,              8,      1166,         301,         12,       8001,         3606,          27,     1386,        779,        12
   128,          3816,            3696,              6,      1203,         297,         12,       8128,         3696,          25,     1412,        795,         9
   129,          3908,            3787,              8,      1218,         315,         13,       8256,         3787,          24,     1418,        798,        12
   130,          4018,            3896,              6,      1343,         304,          9,       8385,         3896,          24,     1429,        801,         9
   131,          4145,            4022,              8,      1296,         320,         13,       8515,         4022,          22,     1450,        815,         9
   132,          4224,            4100,              6,      1199,         311,          9,       8646,         4100,          19,     1464,        817,         8
   133,          4326,            4201,              6,      1313,         318,          9,       8778,         4201,          20,     1477,        826,         8
   134,          4355,            4229,              6,      1436,         314,         10,       8911,         4229,          22,     1486,        836,        10
   135,          4447,            4320,              7,      1210,         331,         10,       9045,         4320,          24,     1503,        843,         9
   136,          4474,            4346,              7,      1261,         334,         12,       9180,         4346,          21,     1516,        841,         9
   137,          4485,            4356,              7,      1350,         333,         10,       9316,         4356,          27,     1536,        863,        11
   138,          4560,            4430,              9,      1274,         327,         14,       9453,         4430,          29,     1540,        857,        13
   139,          4608,            4477,              9,      1393,         328,         13,       9591,         4477,          31,     1553,        866,        13
   140,          4736,            4604,             10,      1351,         344,         11,       9730,         4604,          23,     1586,        889,        10
   141,          4849,            4716,              7,      1428,         323,         10,       9870,         4716,          22,     1596,        897,         9
   142,          4897,            4763,              7,      1528,         339,         11,      10011,         4763,          21,     1603,        894,         9
   143,          4933,            4798,              7,      1375,         354,         12,      10153,         4798,          24,     1613,        899,        15
   144,          4990,            4854,             10,      1599,         351,         15,      10296,         4854,          34,     1637,        915,        14
   145,          5033,            4896,              8,      1425,         354,         11,      10440,         4896,          23,     1655,        929,        10
   146,          5084,            4946,              8,      1408,         341,         10,      10585,         4946,          23,     1664,        931,        10
   147,          5114,            4975,              8,      1725,         358,         11,      10731,         4975,          22,     1667,        936,        10
   148,          5166,            5026,              8,      1407,         372,         11,      10878,         5026,          23,     1692,        943,         9
   149,          5280,            5139,              8,      1648,         358,         11,      11026,         5139,          23,     1703,        960,         9
   150,          5329,            5187,             11,      1445,         366,         15,      11175,         5187,          37,     1720,        960,        15
   151,          5450,            5307,             11,      1478,         374,         14,      11325,         5307,          32,     1733,        972,        15
   152,          5517,            5373,             11,      1579,         375,         15,      11476,         5373,          34,     1751,        978,        14
   153,          5528,            5383,             11,      1475,         391,         15,      11628,         5383,          35,     1770,        984,        15
   154,          5534,            5388,             12,      1549,         387,         16,      11781,         5388,          36,     1790,        999,        15
   155,          5626,            5479,             12,      1631,         369,         15,      11935,         5479,          40,     1785,        994,        15
   156,          5683,            5535,             13,      1493,         379,         15,      12090,         5535,          55,     1792,        998,        15
   157,          5780,            5631,             18,      1525,         389,         12,      12246,         5631,          29,     1822,       1018,        11
   158,          5853,            5703,              9,      1476,         382,         15,      12403,         5703,          37,     1844,       1032,        15
   159,          5968,            5817,             14,      1522,         387,         15,      12561,         5817,          39,     1854,       1038,        16
   160,          6066,            5914,             13,      1546,         386,         15,      12720,         5914,          41,     1854,       1039,        16
   161,          6200,            6047,             13,      1822,         381,         16,      12880,         6047,          43,     1868,       1036,        17
   162,          6220,            6066,             14,      1718,         392,         16,      13041,         6066,          45,     1890,       1057,        16
   163,          6301,            6146,             14,      1641,         398,         16,      13203,         6146,          43,     1904,       1061,        16
   164,          6399,            6243,             14,      1607,         409,         16,      13366,         6243,          43,     1915,       1068,        15
   165,          6478,            6321,             15,      1695,         411,         17,      13530,         6321,          45,     1925,       1070,        17
   166,          6587,            6429,             15,      1653,         422,         17,      13695,         6429,          46,     1936,       1072,        16
   167,          6653,            6494,             14,      1557,         418,         17,      13861,         6494,          47,     1964,       1089,        18
   168,          6712,            6552,             14,      1676,         417,         17,      14028,         6552,          47,     1975,       1103,        15
   169,          6875,            6714,             16,      1699,         426,         17,      14196,         6714,          46,     1984,       1109,        17
   170,          6889,            6727,             16,      1786,         416,         18,      14365,         6727,          47,     2004,       1116,        17
   171,          6958,            6795,             16,      1748,         420,         18,      14535,         6795,          46,     2022,       1128,        17
   172,          7117,            6953,             16,      1946,         422,         18,      14706,         6953,          46,     2027,       1132,        17
   173,          7223,            7058,             15,      1663,         438,         18,      14878,         7058,          44,     2043,       1135,        16
   174,          7365,            7199,             16,      1855,         443,         18,      15051,         7199,          47,     2058,       1144,        17
   175,          7379,            7212,             16,      2088,         441,         20,      15225,         7212,          45,     2078,       1155,        16
   176,          7397,            7229,            104,      1809,         437,         14,      15400,         7229,          39,     2090,       1166,        13
   177,          7493,            7324,             11,      1886,         434,         13,      15576,         7324,          34,     2110,       1177,        15
   178,          7575,            7405,             15,      2026,         430,         18,      15753,         7405,          46,     2125,       1186,        17
   179,          7712,            7541,             17,      1866,         439,         18,      15931,         7541,          49,     2128,       1186,        17
   180,          7870,            7698,             18,      1805,         447,         18,      16110,         7698,          51,     2148,       1201,        18
   181,          8036,            7863,             16,      2006,         447,         18,      16290,         7863,          53,     2174,       1216,        18
   182,          8115,            7941,             18,      1922,         447,         18,      16471,         7941,          53,     2190,       1226,        18
   183,          8170,            7995,             18,      1826,         449,         18,      16653,         7995,          53,     2192,       1224,        18
   184,          8185,            8009,             18,      2033,         448,         18,      16836,         8009,          53,     2214,       1230,        15
   185,          8265,            8088,             12,      1820,         466,         14,      17020,         8088,          41,     2223,       1235,        14
   186,          8404,            8226,             12,      1942,         465,         13,      17205,         8226,          35,     2252,       1253,        13
   187,          8419,            8240,             12,      2228,         438,         13,      17391,         8240,          50,     2254,       1253,        18
   188,          8576,            8396,             19,      2029,         466,         18,      17578,         8396,          54,     2273,       1263,        18
   189,          8596,            8415,             19,      2029,         472,         19,      17766,         8415,          56,     2290,       1280,        19
   190,          8728,            8546,             20,      1955,         473,         19,      17955,         8546,          48,     2298,       1281,        19
   191,          8764,            8581,             18,      2222,         472,         20,      18145,         8581,          51,     2309,       1288,        20
   192,          8834,            8650,             17,      2034,         473,         19,      18336,         8650,          57,     2326,       1295,        20
   193,          8911,            8726,             19,      1973,         479,         20,      18528,         8726,          56,     2346,       1309,        19
   194,          9074,            8888,             20,      1929,         492,         20,      18721,         8888,          58,     2358,       1307,        19
   195,          9206,            9019,             20,      2013,         476,         18,      18915,         9019,          57,     2373,       1312,        27
   196,          9301,            9113,             30,      2009,         500,         20,      19110,         9113,          57,     2409,       1346,        18
   197,          9468,            9279,             19,      1896,         501,         19,      19306,         9279,          59,     2420,       1348,        19
   198,          9599,            9409,             20,      2002,         514,         20,      19503,         9409,          75,     2424,       1354,        21
   199,          9651,            9460,             22,      2149,         491,         21,      19701,         9460,          61,     2441,       1361,        21
   200,          9671,            9479,             21,      1932,         503,         20,      19900,         9479,          60,     2454,       1374,       244
   201,          9759,            9566,             23,      2513,         485,         23,      20100,         9566,          65,     2486,       1393,        21
   202,          9842,            9648,             22,      2098,         513,         23,      20301,         9648,         859,     2497,       1393,        19
   203,          9956,            9761,             20,      2142,         505,         20,      20503,         9761,         176,     2511,       1402,        17
   204,         10103,            9907,             17,      2104,         512,         19,      20706,         9907,          55,     2534,       1418,        19
   205,         10166,            9969,             19,      2158,         504,         18,      20910,         9969,          61,     2543,       1414,        23
   206,         10282,           10084,             20,      2251,         522,         23,      21115,        10084,          65,     2565,       1425,        21
   207,         10393,           10194,             22,      2081,         523,         21,      21321,        10194,          63,     2553,       1419,        58
   208,         10553,           10353,             22,      2295,         511,         19,      21528,        10353,          64,     2584,       1440,        20
   209,         10672,           10471,             21,      2568,         521,         20,      21736,        10471,          56,     2598,       1440,        19
   210,         10826,           10624,             20,      2224,         544,         20,      21945,        10624,          57,     2621,       1461,        20
   211,         10954,           10751,             21,      2237,         522,         20,      22155,        10751,          63,     2632,       1472,        20
   212,         10968,           10764,             22,      2489,         528,         21,      22366,        10764,          65,     2652,       1483,        21
   213,         11121,           10916,             22,      2181,         554,         21,      22578,        10916,          82,     2669,       1489,        21
   214,         11209,           11003,             25,      2289,         543,         21,      22791,        11003,          66,     2676,       1494,        21
   215,         11381,           11174,             22,      2251,         547,         21,      23005,        11174,          68,     2698,       1509,        20
   216,         11562,           11354,             23,      2261,         567,         22,      23220,        11354,         135,     2709,       1507,        22
   217,         11688,           11479,            166,      2488,         543,         22,      23436,        11479,          68,     2712,       1506,        21
   218,         11883,           11673,             22,      2415,         547,         21,      23653,        11673,         119,     2736,       1514,        20
   219,         11889,           11678,             35,      2380,         559,         21,      23871,        11678,         139,     2749,       1523,        22
   220,         12089,           11877,             34,      2631,         537,         21,      24090,        11877,          64,     2775,       1542,        21
   221,         12166,           11953,             21,      2496,         563,         20,      24310,        11953,          67,     2796,       1554,        22
   222,         12380,           12166,             25,      2467,         568,         22,      24531,        12166,          70,     2804,       1557,        21
   223,         12573,           12358,             24,      2670,         550,         22,      24753,        12358,          74,     2831,       1575,        22
   224,         12610,           12394,             24,      2402,         580,         23,      24976,        12394,          73,     2832,       1577,        23
   225,         12613,           12396,             26,      2445,         581,         22,      25200,        12396,          74,     2849,       1591,        23
   226,         12733,           12515,             24,      2585,         579,         22,      25425,        12515,          76,     2863,       1588,        23
   227,         12959,           12740,             27,      2612,         595,         24,      25651,        12740,          75,     2888,       1609,        23
   228,         13043,           12823,             27,      2625,         583,         24,      25878,        12823,          80,     2897,       1600,        24
   229,         13080,           12859,             28,      2588,         592,         22,      26106,        12859,          79,     2909,       1616,        25
   230,         13137,           12915,             28,      2388,         600,         25,      26335,        12915,          83,     2923,       1622,        27
   231,         13248,           13025,             29,      2657,         596,         24,      26565,        13025,          77,     2952,       1636,        24
   232,         13415,           13191,             27,      2602,         598,         45,      26796,        13191,          62,     2966,       1648,        18
   233,         13554,           13329,             19,      2535,         602,         24,      27028,        13329,          64,     2976,       1652,        21
   234,         13787,           13561,             30,      2440,         625,         25,      27261,        13561,          84,     2974,       1650,        24
   235,         13894,           13667,             29,      2669,         610,         25,      27495,        13667,          83,     3010,       1674,        25
   236,         13907,           13679,             28,      2719,         615,         25,      27730,        13679,          84,     3014,       1678,        24
   237,         14003,           13774,             30,      2548,         621,         24,      27966,        13774,          78,     3032,       1693,        25
   238,         14081,           13851,             30,      2805,         614,         24,      28203,        13851,          88,     3057,       1692,        25
   239,         14098,           13867,             31,      2723,         610,         23,      28441,        13867,          87,     3059,       1692,        26
   240,         14201,           13969,             31,      2675,         625,         23,      28680,        13969,          87,     3073,       1708,        25
   241,         14331,           14098,             31,      2646,         626,         25,      28920,        14098,          91,     3099,       1721,        25
   242,         14454,           14220,             31,      2708,         644,         27,      29161,        14220,          97,     3123,       1733,        28
   243,         14456,           14221,             35,      2810,         638,         28,      29403,        14221,          96,     3122,       1736,        27
   244,         14502,           14266,             32,      2525,         643,         28,      29646,        14266,          93,     3143,       1743,        27
   245,         14653,           14416,             32,      2687,         637,         27,      29890,        14416,          97,     3146,       1753,        28
   246,         14815,           14577,             35,      2736,         634,         28,      30135,        14577,         101,     3162,       1754,        51
   247,         15032,           14793,             31,      2665,         649,         28,      30381,        14793,          95,     3190,       1774,        25
   248,         15107,           14867,             31,      2988,         626,         40,      30628,        14867,          90,     3199,       1778,        26
   249,         15273,           15032,             32,      3004,         635,         26,      30876,        15032,          91,     3201,       1775,        25
   250,         15424,           15182,             29,      2700,         651,         25,      31125,        15182,          93,     3227,       1787,        23
   251,         15600,           15357,             33,      2862,         660,         26,      31375,        15357,         102,     3247,       1800,        46
   252,         15763,           15519,             49,      3111,         637,         29,      31626,        15519,         100,     3255,       1798,        29
   253,         15847,           15602,             35,      2788,         652,         28,      31878,        15602,          98,     3278,       1823,        32
   254,         15972,           15726,             33,      3253,         630,         39,      32131,        15726,         104,     3297,       1823,       236
   255,         16014,           15767,             31,      2988,         642,         26,      32385,        15767,          93,     3313,       1824,        25
   256,         16155,           15907,             31,      2895,         678,         25,      32640,        15907,          93,     3333,       1846,        24
   257,         16314,           16065,             31,      2904,         665,         25,      32896,        16065,          92,     3335,       1850,        22
   258,         16322,           16072,             44,      2875,         680,         24,      33153,        16072,          93,     3357,       1851,        27
   259,         16367,           16116,             33,      3134,         667,         27,      33411,        16116,         101,     3366,       1859,        26
   260,         16554,           16302,             33,      3318,         665,         25,      33670,        16302,          96,     3394,       1875,        25
   261,         16663,           16410,             35,      2931,         678,         27,      33930,        16410,         101,     3420,       1891,        25
   262,         16901,           16647,             34,      3123,         686,         27,      34191,        16647,          95,     3428,       1892,        26
   263,         17051,           16796,             30,      3075,         691,         25,      34453,        16796,         106,     3445,       1911,        28
   264,         17198,           16942,             37,      2879,         696,         29,      34716,        16942,         103,     3452,       1907,        20
   265,         17409,           17152,             26,      2938,         697,         31,      34980,        17152,         107,     3467,       1913,        28
   266,         17632,           17374,             34,      2851,         714,         27,      35245,        17374,         112,     3483,       1919,        28
   267,         17717,           17458,             33,      3041,         686,         47,      35511,        17458,          79,     3513,       1941,        20
   268,         17734,           17474,             25,      3253,         691,         20,      35778,        17474,          76,     3527,       1959,        20
   269,         17973,           17712,             25,      3095,         693,         19,      36046,        17712,         104,     3538,       1963,        28
   270,         18026,           17764,             50,      3213,         710,         28,      36315,        17764,         110,     3559,       1969,        29
   271,         18118,           17855,             38,      3039,         704,         28,      36585,        17855,         114,     3580,       1984,        30
   272,         18340,           18076,             40,      3020,         714,         27,      36856,        18076,         109,     3575,       1989,        28
   273,         18417,           18152,             36,      3148,         703,         28,      37128,        18152,         111,     3597,       1993,        28
   274,         18548,           18282,             39,      3268,         733,         28,      37401,        18282,         113,     3617,       1999,        37
   275,         18815,           18548,             39,      3279,         714,         28,      37675,        18548,         112,     3635,       2005,        29
